id;regime;year;lat;lon;TOTAL_SOIL_c;NBP_pool_c;NPP;HARVEST_FOREST_c;TOTAL_BM_LITTER_c;AREA
45.5_10.5;BAUpDIACUT;2050;45.5;10.5;13324.6298828125;-1.1887416917488736e-07;19.536632537841797;63184117760.0;0.576339602470398;1
45.5_10.5;BAUpTHININT;2050;45.5;10.5;13799.9658203125;-2.0052537408332682e-08;20.13432502746582;16432167936.0;0.2862626910209656;1
45.5_10.5;BAUnTHININT;2050;45.5;10.5;13663.2216796875;-1.8733652851210536e-08;20.533536911010742;8570803712.0;0.37183839082717896;1
45.5_10.5;BAUppRESIDUAL;2050;45.5;10.5;13722.6513671875;7.054654638238844e-09;20.025243759155273;5512718848.0;0.31658709049224854;1
45.5_10.5;BAUpRESIDUAL;2050;45.5;10.5;13688.5341796875;5.3804076749486285e-09;19.891666412353516;5754201600.0;0.3111068308353424;1
45.5_10.5;BAUpN;2050;45.5;10.5;13739.396484375;2.6373405681567874e-09;20.044532775878906;9526640640.0;0.3314274847507477;1
45.5_11.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_11.5;BAU;2050;45.5;11.5;14542.384765625;-2.290641276658789e-08;19.442211151123047;22543161344.0;0.5034488439559937;1
45.5_11.5;BAUnDIACUT;2050;45.5;11.5;14470.1220703125;8.684168051331653e-09;19.82691764831543;3721338368.0;0.23335275053977966;1
45.5_11.5;BAUpDIACUT;2050;45.5;11.5;14081.6123046875;-7.467518514658877e-08;19.346908569335938;45261869056.0;0.5446745753288269;1
45.5_11.5;BAUpTHININT;2050;45.5;11.5;14499.912109375;-3.427599182259655e-08;19.2073917388916;18677411840.0;0.43932658433914185;1
45.5_11.5;BAUnTHININT;2050;45.5;11.5;14500.1923828125;-8.607345058919691e-09;19.92363739013672;12438261760.0;0.23959214985370636;1
45.5_11.5;BAUppRESIDUAL;2050;45.5;11.5;14440.5341796875;-2.212618177566128e-08;19.51049041748047;6385331200.0;0.3117210566997528;1
45.5_11.5;BAUpRESIDUAL;2050;45.5;11.5;14428.767578125;-3.442604779024805e-08;19.356008529663086;20154814464.0;0.3615575432777405;1
45.5_11.5;BAUpN;2050;45.5;11.5;14497.4111328125;-2.979563618055181e-08;19.458446502685547;15885904896.0;0.37359419465065;1
45.5_12.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_12.5;BAU;2050;45.5;12.5;9463.341796875;5.3044812986513534e-09;16.094091415405273;345356352.0;0.0856361985206604;1
45.5_12.5;BAUnDIACUT;2050;45.5;12.5;9424.8125;4.983816470627289e-09;16.082517623901367;570580416.0;0.14013107120990753;1
45.5_12.5;BAUpDIACUT;2050;45.5;12.5;9146.1015625;-2.1940046224244725e-08;15.442256927490234;5815306240.0;0.19440384209156036;1
45.5_12.5;BAUpTHININT;2050;45.5;12.5;9508.7978515625;4.314704593610941e-09;16.015501022338867;799940736.0;0.24051249027252197;1
45.5_12.5;BAUnTHININT;2050;45.5;12.5;9491.884765625;-6.250119977124768e-09;15.9152193069458;1618885632.0;0.15979334712028503;1
45.5_12.5;BAUppRESIDUAL;2050;45.5;12.5;9454.3173828125;5.4641446922687464e-09;16.08226203918457;437572192.0;0.11211889982223511;1
45.5_12.5;BAUpRESIDUAL;2050;45.5;12.5;9430.8642578125;4.687195964692137e-09;16.06352996826172;329479744.0;0.07404844462871552;1
45.5_12.5;BAUpN;2050;45.5;12.5;9466.9208984375;2.4691939604082336e-09;16.113332748413086;1557910144.0;0.14671127498149872;1
45.5_13.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_13.5;BAU;2050;45.5;13.5;7906.1044921875;7.416812053406829e-09;16.133705139160156;12286287872.0;0.36331868171691895;1
45.5_13.5;BAUnDIACUT;2050;45.5;13.5;7943.98291015625;-3.663399894549002e-08;15.927867889404297;8770039808.0;0.18361406028270721;1
45.5_13.5;BAUpDIACUT;2050;45.5;13.5;7634.1044921875;3.376170454316707e-08;16.097721099853516;5435377152.0;0.23984086513519287;1
45.5_13.5;BAUpTHININT;2050;45.5;13.5;7901.2177734375;-4.9682007841056475e-08;15.520541191101074;34046060544.0;0.321871817111969;1
45.5_13.5;BAUnTHININT;2050;45.5;13.5;7930.9951171875;-3.990735564229908e-08;15.870892524719238;15561547776.0;0.38621988892555237;1
45.5_13.5;BAUppRESIDUAL;2050;45.5;13.5;7886.31005859375;1.4371927647971461e-08;16.27303123474121;7386490880.0;0.3447687327861786;1
45.5_13.5;BAUpRESIDUAL;2050;45.5;13.5;7885.29931640625;-1.5935283315116067e-08;16.193355560302734;13704355840.0;0.3676756024360657;1
45.5_13.5;BAUpN;2050;45.5;13.5;7906.1611328125;-1.2948582650551543e-08;16.3372745513916;12755322880.0;0.36820968985557556;1
45.5_14.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_14.5;BAU;2050;45.5;14.5;7973.23974609375;1.597854293322598e-08;11.994425773620605;58969485312.0;0.21015381813049316;1
45.5_14.5;BAUnDIACUT;2050;45.5;14.5;7956.6748046875;-2.248497921186754e-08;12.054587364196777;67633864704.0;0.205257847905159;1
45.5_14.5;BAUpDIACUT;2050;45.5;14.5;7655.08740234375;3.972996154288921e-09;11.445571899414062;78898937856.0;0.45985937118530273;1
45.5_14.5;BAUpTHININT;2050;45.5;14.5;8040.2314453125;2.352203054556412e-08;12.073709487915039;4357089280.0;0.034297678619623184;1
45.5_14.5;BAUnTHININT;2050;45.5;14.5;7961.4765625;5.586115037203854e-08;12.165670394897461;2018839552.0;0.03093632496893406;1
45.5_14.5;BAUppRESIDUAL;2050;45.5;14.5;7966.36962890625;-1.5128840402667265e-08;11.96341323852539;63367467008.0;0.18950161337852478;1
45.5_14.5;BAUpRESIDUAL;2050;45.5;14.5;7950.65771484375;5.228454114103442e-09;12.051847457885742;65166336000.0;0.18525466322898865;1
45.5_14.5;BAUpN;2050;45.5;14.5;7972.8740234375;1.6148828052564568e-08;11.987846374511719;58702610432.0;0.2100011557340622;1
45.5_15.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_15.5;BAU;2050;45.5;15.5;7164.23193359375;2.013150535162822e-08;12.150052070617676;3832635904.0;0.051090579479932785;1
45.5_15.5;BAUnDIACUT;2050;45.5;15.5;7147.2431640625;3.891558364443881e-08;12.076366424560547;3778820096.0;0.10178177058696747;1
45.5_15.5;BAUpDIACUT;2050;45.5;15.5;6906.6875;-6.557583986932514e-08;11.539395332336426;26652037120.0;0.12555274367332458;1
45.5_15.5;BAUpTHININT;2050;45.5;15.5;7184.41943359375;6.251540440871395e-08;12.659879684448242;0.0;0.006605677306652069;1
45.5_15.5;BAUnTHININT;2050;45.5;15.5;7110.1044921875;-4.668144626407411e-08;11.740876197814941;38842691584.0;0.16385263204574585;1
45.5_15.5;BAUppRESIDUAL;2050;45.5;15.5;7155.22119140625;1.067621724359924e-08;12.112083435058594;7468397568.0;0.058512963354587555;1
45.5_15.5;BAUpRESIDUAL;2050;45.5;15.5;7142.15087890625;1.0919050552615772e-08;12.096056938171387;7611865088.0;0.058019958436489105;1
45.5_15.5;BAUpN;2050;45.5;15.5;7160.3974609375;1.8494199949259382e-08;12.13060188293457;3835161600.0;0.05110922455787659;1
45.5_16.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_16.5;BAU;2050;45.5;16.5;5257.5322265625;1.9832960163057578e-08;10.176578521728516;3074927872.0;0.05082676559686661;1
45.5_16.5;BAUnDIACUT;2050;45.5;16.5;5257.97314453125;2.139452348615123e-08;10.179118156433105;3116774400.0;0.05245031788945198;1
45.5_16.5;BAUpDIACUT;2050;45.5;16.5;5097.34130859375;1.7448346767423573e-08;10.206108093261719;50229993472.0;0.1430010050535202;1
45.5_16.5;BAUpTHININT;2050;45.5;16.5;5318.28564453125;-1.4110531765254564e-07;10.100997924804688;83056017408.0;0.2400226891040802;1
45.5_16.5;BAUnTHININT;2050;45.5;16.5;5247.7900390625;2.85416845713371e-08;10.09485149383545;18272313344.0;0.11629235744476318;1
45.5_16.5;BAUppRESIDUAL;2050;45.5;16.5;5240.39404296875;-1.9706650533635184e-08;9.89026165008545;32352401408.0;0.1043584793806076;1
45.5_16.5;BAUpRESIDUAL;2050;45.5;16.5;5230.7958984375;-2.6238884842655352e-08;9.841404914855957;33501652992.0;0.1045682430267334;1
45.5_16.5;BAUpN;2050;45.5;16.5;5241.4375;-2.7519835299472106e-08;9.83323860168457;31084236800.0;0.12318392097949982;1
45.5_17.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_17.5;BAU;2050;45.5;17.5;5191.22216796875;-3.2189490184464375e-08;9.195404052734375;33341511680.0;0.22892102599143982;1
45.5_17.5;BAUnDIACUT;2050;45.5;17.5;5164.12841796875;2.8421577979997892e-08;9.762226104736328;30210029568.0;0.09100085496902466;1
45.5_17.5;BAUpDIACUT;2050;45.5;17.5;5047.5986328125;-7.400586810035747e-08;8.623065948486328;43207368704.0;0.1965455859899521;1
45.5_17.5;BAUpTHININT;2050;45.5;17.5;5257.2802734375;1.9771976056404128e-08;9.571839332580566;6527071232.0;0.16914424300193787;1
45.5_17.5;BAUnTHININT;2050;45.5;17.5;5188.2490234375;7.51925899322714e-09;9.543456077575684;24628019200.0;0.08284436166286469;1
45.5_17.5;BAUppRESIDUAL;2050;45.5;17.5;5195.6962890625;-1.0337241462821112e-07;9.366156578063965;78204903424.0;0.22658708691596985;1
45.5_17.5;BAUpRESIDUAL;2050;45.5;17.5;5176.8076171875;-1.1626006823917123e-08;9.464229583740234;73098387456.0;0.20023603737354279;1
45.5_17.5;BAUpN;2050;45.5;17.5;5253.10107421875;-1.0081293311259287e-07;9.311635971069336;13406667776.0;0.19778557121753693;1
45.5_18.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_18.5;BAU;2050;45.5;18.5;5390.23193359375;-1.1117069931287915e-08;9.265798568725586;12798659584.0;0.12472214549779892;1
45.5_18.5;BAUnDIACUT;2050;45.5;18.5;5393.7626953125;-4.2424133539498143e-08;9.318204879760742;27934435328.0;0.30007416009902954;1
45.5_18.5;BAUpDIACUT;2050;45.5;18.5;5209.52978515625;-9.779390097719443e-08;9.365018844604492;58537873408.0;0.5407888293266296;1
45.5_18.5;BAUpTHININT;2050;45.5;18.5;5406.8408203125;1.0765531577305865e-08;9.502737998962402;4205447168.0;0.17463168501853943;1
45.5_18.5;BAUnTHININT;2050;45.5;18.5;5397.2177734375;-5.115429413393713e-09;9.286084175109863;9145915392.0;0.10415546596050262;1
45.5_18.5;BAUppRESIDUAL;2050;45.5;18.5;5378.62548828125;5.1226365371803695e-09;9.393754959106445;1460568832.0;0.04460093379020691;1
45.5_18.5;BAUpRESIDUAL;2050;45.5;18.5;5367.02001953125;-2.1147275042210367e-09;9.209517478942871;1709024128.0;0.052031099796295166;1
45.5_18.5;BAUpN;2050;45.5;18.5;5386.4482421875;-3.2330532917512755e-08;9.158698081970215;23554506752.0;0.18860214948654175;1
45.5_19.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_19.5;BAU;2050;45.5;19.5;5116.16650390625;1.1333880500785654e-09;9.703217506408691;3911896064.0;0.12827078998088837;1
45.5_19.5;BAUnDIACUT;2050;45.5;19.5;5099.7373046875;4.175083834212501e-09;9.79173469543457;349166880.0;0.04392261058092117;1
45.5_19.5;BAUpDIACUT;2050;45.5;19.5;4939.40380859375;-1.549304462500345e-09;9.728734016418457;6323032064.0;0.18364575505256653;1
45.5_19.5;BAUpTHININT;2050;45.5;19.5;5147.34228515625;-1.39034295187912e-08;9.5869140625;7344924672.0;0.16262251138687134;1
45.5_19.5;BAUnTHININT;2050;45.5;19.5;5135.87939453125;4.198415393119603e-09;9.737278938293457;168707008.0;0.02908344194293022;1
45.5_19.5;BAUppRESIDUAL;2050;45.5;19.5;5118.57373046875;-1.117335912681483e-08;9.775627136230469;11149403136.0;0.20763245224952698;1
45.5_19.5;BAUpRESIDUAL;2050;45.5;19.5;5105.33984375;-4.3284482664773805e-09;9.641172409057617;4742110208.0;0.09672583639621735;1
45.5_19.5;BAUpN;2050;45.5;19.5;5119.38720703125;-4.041048828895555e-09;9.692879676818848;4179514624.0;0.10633673518896103;1
45.5_2.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_2.5;BAU;2050;45.5;2.5;7385.81640625;4.854657476016655e-08;13.408555030822754;655544576.0;0.06765177845954895;1
45.5_2.5;BAUnDIACUT;2050;45.5;2.5;7396.328125;1.0650026638359122e-08;13.412291526794434;38644457472.0;0.2582583427429199;1
45.5_2.5;BAUpDIACUT;2050;45.5;2.5;7189.79150390625;3.43936790159205e-08;13.528230667114258;17782269952.0;0.15746784210205078;1
45.5_2.5;BAUpTHININT;2050;45.5;2.5;7455.45556640625;4.8952777831345884e-08;13.638557434082031;0.0;0.010267818346619606;1
45.5_2.5;BAUnTHININT;2050;45.5;2.5;7408.2529296875;3.747703303247363e-08;13.463830947875977;1305798656.0;0.058386899530887604;1
45.5_2.5;BAUppRESIDUAL;2050;45.5;2.5;7428.5576171875;4.8243357753108285e-08;13.446490287780762;781828544.0;0.07496004551649094;1
45.5_2.5;BAUpRESIDUAL;2050;45.5;2.5;7421.04296875;4.5498776302110855e-08;13.407331466674805;742411648.0;0.060255445539951324;1
45.5_2.5;BAUpN;2050;45.5;2.5;7451.2578125;4.552063970209019e-08;13.427923202514648;659767040.0;0.06606800854206085;1
45.5_20.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_20.5;BAU;2050;45.5;20.5;5893.13818359375;1.6139360958788984e-09;9.810189247131348;49786092.0;0.038081154227256775;1
45.5_20.5;BAUnDIACUT;2050;45.5;20.5;5869.13427734375;1.6907157895929004e-09;9.8624906539917;0.0;0.0066632977686822414;1
45.5_20.5;BAUpDIACUT;2050;45.5;20.5;5714.74951171875;2.19733764517116e-09;10.0775785446167;45672116.0;0.03443151339888573;1
45.5_20.5;BAUpTHININT;2050;45.5;20.5;5897.9365234375;1.482411082776025e-09;9.988015174865723;150972704.0;0.07203330099582672;1
45.5_20.5;BAUnTHININT;2050;45.5;20.5;5896.1005859375;1.3248038222002378e-09;9.892904281616211;154200144.0;0.03003900870680809;1
45.5_20.5;BAUppRESIDUAL;2050;45.5;20.5;5870.03857421875;1.671091709454231e-09;9.843535423278809;46038848.0;0.03987010568380356;1
45.5_20.5;BAUpRESIDUAL;2050;45.5;20.5;5877.0712890625;1.1009224643032667e-09;9.95670223236084;317354208.0;0.028464913368225098;1
45.5_20.5;BAUpN;2050;45.5;20.5;5882.9990234375;1.4567198558523842e-09;9.822803497314453;139222048.0;0.06857426464557648;1
45.5_21.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_21.5;BAU;2050;45.5;21.5;7286.73681640625;1.595775600549132e-08;13.294756889343262;2928890624.0;0.14367012679576874;1
45.5_21.5;BAUnDIACUT;2050;45.5;21.5;7240.6484375;1.7129609730659467e-08;13.365998268127441;3190428672.0;0.13368189334869385;1
45.5_21.5;BAUpDIACUT;2050;45.5;21.5;7079.09521484375;-7.643147625913116e-08;12.649435997009277;48344240128.0;0.6806343793869019;1
45.5_21.5;BAUpTHININT;2050;45.5;21.5;7295.70458984375;1.6837018890214495e-08;13.213888168334961;1638870912.0;0.08658546209335327;1
45.5_21.5;BAUnTHININT;2050;45.5;21.5;7257.2001953125;1.5930311292322585e-08;13.21527099609375;5862194176.0;0.09075886756181717;1
45.5_21.5;BAUppRESIDUAL;2050;45.5;21.5;7284.46337890625;1.5691227872594027e-08;13.303116798400879;3257172992.0;0.13532662391662598;1
45.5_21.5;BAUpRESIDUAL;2050;45.5;21.5;7265.51953125;6.300309607354393e-09;13.257996559143066;15000886272.0;0.21094846725463867;1
45.5_21.5;BAUpN;2050;45.5;21.5;7285.75244140625;1.6110096368038285e-08;13.307541847229004;2903921920.0;0.14278820157051086;1
45.5_22.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_22.5;BAU;2050;45.5;22.5;12707.0185546875;3.0226214420281394e-08;20.227380752563477;3404386048.0;0.18257443606853485;1
45.5_22.5;BAUnDIACUT;2050;45.5;22.5;12686.7607421875;1.4630044731234193e-08;20.03500747680664;12260773888.0;0.33383816480636597;1
45.5_22.5;BAUpDIACUT;2050;45.5;22.5;12445.482421875;9.948624146716156e-09;20.05959701538086;35682074624.0;0.538561224937439;1
45.5_22.5;BAUpTHININT;2050;45.5;22.5;12720.1875;-2.5462144392918162e-08;19.901378631591797;4416576000.0;0.1302979290485382;1
45.5_22.5;BAUnTHININT;2050;45.5;22.5;12693.36328125;3.1151550672348094e-08;20.354204177856445;5016156672.0;0.2221803218126297;1
45.5_22.5;BAUppRESIDUAL;2050;45.5;22.5;12635.41796875;3.850620799994431e-08;20.388084411621094;4150808064.0;0.1900642216205597;1
45.5_22.5;BAUpRESIDUAL;2050;45.5;22.5;12703.48046875;2.07392716333743e-08;20.037425994873047;3715498240.0;0.1772773414850235;1
45.5_22.5;BAUpN;2050;45.5;22.5;12637.35546875;4.032536082831939e-08;20.335542678833008;3388384000.0;0.18407569825649261;1
45.5_23.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_23.5;BAU;2050;45.5;23.5;12731.3935546875;-2.1013430995253657e-08;20.727073669433594;35261988864.0;0.34129905700683594;1
45.5_23.5;BAUnDIACUT;2050;45.5;23.5;12747.2060546875;-5.6360939026944834e-08;20.665042877197266;47149297664.0;0.39938223361968994;1
45.5_23.5;BAUpDIACUT;2050;45.5;23.5;12630.845703125;-2.4978477952686262e-08;20.53082275390625;44395864064.0;0.5205069780349731;1
45.5_23.5;BAUpTHININT;2050;45.5;23.5;12763.2138671875;-6.103769578658103e-08;20.833282470703125;48102834176.0;0.2917509973049164;1
45.5_23.5;BAUnTHININT;2050;45.5;23.5;12781.94921875;3.8311952721414855e-08;21.04386329650879;8004873728.0;0.22439710795879364;1
45.5_23.5;BAUppRESIDUAL;2050;45.5;23.5;12727.982421875;-7.115293687576241e-09;20.805503845214844;30163941376.0;0.24768200516700745;1
45.5_23.5;BAUpRESIDUAL;2050;45.5;23.5;12709.798828125;-1.0839302788667737e-08;20.833415985107422;38274322432.0;0.308822363615036;1
45.5_23.5;BAUpN;2050;45.5;23.5;12747.958984375;-9.25065535284375e-09;20.85934066772461;33590171648.0;0.326385498046875;1
45.5_24.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_24.5;BAU;2050;45.5;24.5;11813.53125;3.545074278576976e-08;18.38847541809082;961095872.0;0.09866981208324432;1
45.5_24.5;BAUnDIACUT;2050;45.5;24.5;11726.5234375;-1.4253217273108021e-08;18.020111083984375;15956296704.0;0.2595268785953522;1
45.5_24.5;BAUpDIACUT;2050;45.5;24.5;11469.34765625;2.8136554419688764e-08;18.064699172973633;17452132352.0;0.21587160229682922;1
45.5_24.5;BAUpTHININT;2050;45.5;24.5;11778.544921875;-6.72249811373149e-09;18.19708251953125;12960947200.0;0.24705366790294647;1
45.5_24.5;BAUnTHININT;2050;45.5;24.5;11819.880859375;-2.5995202435069586e-08;18.069618225097656;17150413824.0;0.3005538880825043;1
45.5_24.5;BAUppRESIDUAL;2050;45.5;24.5;11798.3671875;1.787313941292723e-08;18.196571350097656;2301775872.0;0.11605869233608246;1
45.5_24.5;BAUpRESIDUAL;2050;45.5;24.5;11760.8388671875;3.066405440677045e-08;18.213472366333008;2525091840.0;0.11305167526006699;1
45.5_24.5;BAUpN;2050;45.5;24.5;11805.8125;3.5876499993037214e-08;18.371347427368164;2381688320.0;0.11864910274744034;1
45.5_25.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_25.5;BAU;2050;45.5;25.5;12490.265625;2.0726826477357463e-08;20.183021545410156;12737835008.0;0.3034254312515259;1
45.5_25.5;BAUnDIACUT;2050;45.5;25.5;12468.455078125;1.8081287578297633e-08;20.31254768371582;10482249728.0;0.23721039295196533;1
45.5_25.5;BAUpDIACUT;2050;45.5;25.5;12148.1298828125;-3.2645253611462977e-08;20.30352020263672;59554185216.0;0.5322745442390442;1
45.5_25.5;BAUpTHININT;2050;45.5;25.5;12429.205078125;-4.4925599240741576e-08;19.751081466674805;6829829632.0;0.20850686728954315;1
45.5_25.5;BAUnTHININT;2050;45.5;25.5;12448.966796875;-9.396657674187736e-08;19.409515380859375;55542419456.0;0.3598174452781677;1
45.5_25.5;BAUppRESIDUAL;2050;45.5;25.5;12476.6103515625;1.811974570387065e-08;20.060401916503906;12816793600.0;0.31231874227523804;1
45.5_25.5;BAUpRESIDUAL;2050;45.5;25.5;12388.5283203125;8.646500404552171e-09;19.69835662841797;13712850944.0;0.29427146911621094;1
45.5_25.5;BAUpN;2050;45.5;25.5;12447.5673828125;2.1488151702442337e-08;20.050025939941406;13146363904.0;0.30832117795944214;1
45.5_26.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_26.5;BAU;2050;45.5;26.5;11649.912109375;4.6603069847606093e-08;19.06140899658203;6027260928.0;0.19235971570014954;1
45.5_26.5;BAUnDIACUT;2050;45.5;26.5;11505.3984375;4.7508233791404564e-08;18.714954376220703;10605461504.0;0.1445162445306778;1
45.5_26.5;BAUpDIACUT;2050;45.5;26.5;11260.181640625;4.786748775131855e-08;18.81950569152832;15796260864.0;0.2519156336784363;1
45.5_26.5;BAUpTHININT;2050;45.5;26.5;11554.22265625;-8.233096338017276e-08;18.622982025146484;61993132032.0;0.4210192561149597;1
45.5_26.5;BAUnTHININT;2050;45.5;26.5;11535.22265625;5.297525262903946e-08;18.549665451049805;4780109312.0;0.20633277297019958;1
45.5_26.5;BAUppRESIDUAL;2050;45.5;26.5;11569.173828125;4.7426546245787904e-08;18.739770889282227;4001995264.0;0.11792979389429092;1
45.5_26.5;BAUpRESIDUAL;2050;45.5;26.5;11569.1376953125;2.398831533412249e-08;18.679176330566406;5939716096.0;0.16377785801887512;1
45.5_26.5;BAUpN;2050;45.5;26.5;11572.119140625;5.056687513160796e-08;18.836898803710938;4044012032.0;0.12041492760181427;1
45.5_27.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_27.5;BAU;2050;45.5;27.5;6886.4716796875;6.196454904738857e-09;12.273088455200195;1214934272.0;0.1085515171289444;1
45.5_27.5;BAUnDIACUT;2050;45.5;27.5;6901.69287109375;6.978084776676496e-09;12.481722831726074;911340992.0;0.17968325316905975;1
45.5_27.5;BAUpDIACUT;2050;45.5;27.5;6756.3193359375;7.3870660699526525e-09;12.432154655456543;974816512.0;0.08134381473064423;1
45.5_27.5;BAUpTHININT;2050;45.5;27.5;6965.0673828125;8.26321411295794e-09;12.316216468811035;0.0;0.008508744649589062;1
45.5_27.5;BAUnTHININT;2050;45.5;27.5;6849.10400390625;-7.16546910695115e-09;12.222501754760742;9375202304.0;0.2323748767375946;1
45.5_27.5;BAUppRESIDUAL;2050;45.5;27.5;6880.953125;6.94650204025038e-09;12.406794548034668;875531328.0;0.05081852525472641;1
45.5_27.5;BAUpRESIDUAL;2050;45.5;27.5;6875.4658203125;7.501094856365853e-09;12.330228805541992;527122560.0;0.03938020020723343;1
45.5_27.5;BAUpN;2050;45.5;27.5;6897.67822265625;6.911053951341728e-09;12.366436004638672;448376096.0;0.04217902570962906;1
45.5_28.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_28.5;BAU;2050;45.5;28.5;6168.0439453125;3.4897995604410426e-09;10.394793510437012;2294301696.0;0.052487365901470184;1
45.5_28.5;BAUnDIACUT;2050;45.5;28.5;6164.8251953125;2.173042190634078e-09;10.339181900024414;2912074240.0;0.09377359598875046;1
45.5_28.5;BAUpDIACUT;2050;45.5;28.5;6145.3681640625;-2.4784228003227327e-09;9.737732887268066;741437824.0;0.06623421609401703;1
45.5_28.5;BAUpTHININT;2050;45.5;28.5;6197.197265625;9.87427029031096e-10;10.433067321777344;1076363776.0;0.0855937972664833;1
45.5_28.5;BAUnTHININT;2050;45.5;28.5;6178.71728515625;7.701366655510355e-09;10.417557716369629;1199186688.0;0.050893235951662064;1
45.5_28.5;BAUppRESIDUAL;2050;45.5;28.5;6167.2861328125;3.638696011165621e-09;10.403347969055176;2581724928.0;0.047517456114292145;1
45.5_28.5;BAUpRESIDUAL;2050;45.5;28.5;6159.359375;2.0764798769334902e-09;10.441573143005371;6407973376.0;0.10524222999811172;1
45.5_28.5;BAUpN;2050;45.5;28.5;6166.92919921875;3.6933069935685126e-09;10.39745044708252;2169512704.0;0.04963582381606102;1
45.5_29.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_29.5;BAU;2050;45.5;29.5;5136.68603515625;1.1758404028228142e-08;8.338055610656738;0.0;0.006222061812877655;1
45.5_29.5;BAUnDIACUT;2050;45.5;29.5;5120.70751953125;1.1653272125045078e-08;8.359179496765137;0.0;0.006055991631001234;1
45.5_29.5;BAUpDIACUT;2050;45.5;29.5;5073.3583984375;1.246563741119644e-08;8.264486312866211;403307392.0;0.02052265778183937;1
45.5_29.5;BAUpTHININT;2050;45.5;29.5;5133.9716796875;3.4353258016039945e-09;8.30704116821289;4567735808.0;0.08813556283712387;1
45.5_29.5;BAUnTHININT;2050;45.5;29.5;5136.68701171875;1.2581928388044616e-08;8.362650871276855;1168980224.0;0.019451159983873367;1
45.5_29.5;BAUppRESIDUAL;2050;45.5;29.5;5132.28515625;8.56600301801791e-09;8.350940704345703;3342519296.0;0.04983927682042122;1
45.5_29.5;BAUpRESIDUAL;2050;45.5;29.5;5133.93212890625;-3.574882612156216e-10;8.319042205810547;6098930176.0;0.08143006265163422;1
45.5_29.5;BAUpN;2050;45.5;29.5;5135.7451171875;1.1765120433437914e-08;8.379595756530762;0.0;0.006221657618880272;1
45.5_3.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_3.5;BAU;2050;45.5;3.5;8134.2705078125;7.647523503351294e-09;13.271318435668945;31754692608.0;0.29538363218307495;1
45.5_3.5;BAUnDIACUT;2050;45.5;3.5;8107.6142578125;7.813150126878554e-09;13.172900199890137;14538622976.0;0.1545220911502838;1
45.5_3.5;BAUpDIACUT;2050;45.5;3.5;8012.9169921875;3.718809482577967e-09;13.357667922973633;27337920512.0;0.1710493266582489;1
45.5_3.5;BAUpTHININT;2050;45.5;3.5;8210.6103515625;2.5338946940678397e-08;13.316873550415039;95223312.0;0.021345818415284157;1
45.5_3.5;BAUnTHININT;2050;45.5;3.5;8134.94921875;3.4615617039435165e-08;13.421501159667969;3477319168.0;0.06231267377734184;1
45.5_3.5;BAUppRESIDUAL;2050;45.5;3.5;8166.03369140625;-3.276360160953118e-08;12.986248970031738;32385687552.0;0.2610437273979187;1
45.5_3.5;BAUpRESIDUAL;2050;45.5;3.5;8157.9013671875;-3.7535475172489896e-08;12.966461181640625;33846968320.0;0.2579592764377594;1
45.5_3.5;BAUpN;2050;45.5;3.5;8183.2998046875;2.6159833410588362e-08;13.40076732635498;6886695424.0;0.12563097476959229;1
45.5_4.5;initial_state;2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
45.5_4.5;BAU;2050;45.5;4.5;7438.9580078125;1.789020309672651e-08;14.076102256774902;11876960256.0;0.13286253809928894;1
45.5_4.5;BAUnDIACUT;2050;45.5;4.5;7422.10791015625;3.1929083377235656e-08;14.160097122192383;29984540.0;0.02611706778407097;1
